censo,iso_3166-2_AR,provincia,sexo,rango_etario,nativo_extranjero,poblacion,
2010,AR-L,LA PAMPA,M,10-14,E,52,
2010,AR-L,LA PAMPA,M,00-04,E,25,
2010,AR-L,LA PAMPA,M,15-19,E,60,
2010,AR-L,LA PAMPA,M,20-24,E,100,
2010,AR-L,LA PAMPA,M,25-29,E,150,
2010,AR-L,LA PAMPA,M,30-34,E,147,
2010,AR-L,LA PAMPA,M,35-39,E,126,
2010,AR-L,LA PAMPA,M,40-44,E,123,
2010,AR-L,LA PAMPA,M,45-49,E,128,
2010,AR-L,LA PAMPA,M,50-54,E,129,
2010,AR-L,LA PAMPA,M,55-59,E,128,
2010,AR-L,LA PAMPA,M,60-64,E,105,
2010,AR-L,LA PAMPA,M,65-69,E,81,
2010,AR-L,LA PAMPA,M,70-74,E,67,
2010,AR-L,LA PAMPA,M,75-79,E,65,
2010,AR-L,LA PAMPA,M,80-84,E,58,
2010,AR-L,LA PAMPA,M,85+,E,81,
2010,AR-L,LA PAMPA,V,05-09,E,56,
2010,AR-L,LA PAMPA,V,10-14,E,51,
2010,AR-L,LA PAMPA,V,00-04,E,39,
2010,AR-L,LA PAMPA,V,15-19,E,70,
2010,AR-L,LA PAMPA,V,20-24,E,107,
2010,AR-L,LA PAMPA,V,25-29,E,138,
2010,AR-L,LA PAMPA,V,30-34,E,129,
2010,AR-L,LA PAMPA,V,35-39,E,144,
2010,AR-L,LA PAMPA,V,40-44,E,130,
2010,AR-L,LA PAMPA,V,45-49,E,123,
2010,AR-L,LA PAMPA,V,50-54,E,130,
2010,AR-L,LA PAMPA,V,55-59,E,139,
2010,AR-L,LA PAMPA,V,60-64,E,123,
2010,AR-L,LA PAMPA,V,65-69,E,113,
2010,AR-L,LA PAMPA,V,70-74,E,106,
2010,AR-L,LA PAMPA,V,75-79,E,68,
2010,AR-L,LA PAMPA,V,80-84,E,58,
2010,AR-L,LA PAMPA,V,85+,E,37,
2022,AR-L,LA PAMPA,M,00-04,E,17,
2022,AR-L,LA PAMPA,M,05-09,E,39,
2022,AR-L,LA PAMPA,M,10-14,E,45,
2022,AR-L,LA PAMPA,M,15-19,E,77,
2022,AR-L,LA PAMPA,M,20-24,E,90,
2022,AR-L,LA PAMPA,M,25-29,E,95,
2022,AR-L,LA PAMPA,M,30-34,E,160,
2022,AR-L,LA PAMPA,M,35-39,E,204,
2022,AR-L,LA PAMPA,M,40-44,E,164,
2022,AR-L,LA PAMPA,M,45-49,E,159,
2022,AR-L,LA PAMPA,M,50-54,E,114,
2022,AR-L,LA PAMPA,M,55-59,E,135,
2022,AR-L,LA PAMPA,M,60-64,E,105,
2022,AR-L,LA PAMPA,M,65-69,E,149,
2022,AR-L,LA PAMPA,M,70-74,E,106,
2022,AR-L,LA PAMPA,M,75-79,E,71,
2022,AR-L,LA PAMPA,M,80-84,E,57,
2022,AR-L,LA PAMPA,M,85+,E,53,
2022,AR-L,LA PAMPA,V,00-04,E,14,
2022,AR-L,LA PAMPA,V,05-09,E,38,
2022,AR-L,LA PAMPA,V,10-14,E,58,
2022,AR-L,LA PAMPA,V,15-19,E,110,
2022,AR-L,LA PAMPA,V,20-24,E,82,
2022,AR-L,LA PAMPA,V,25-29,E,111,
2022,AR-L,LA PAMPA,V,30-34,E,140,
2022,AR-L,LA PAMPA,V,35-39,E,134,
2022,AR-L,LA PAMPA,V,40-44,E,146,
2022,AR-L,LA PAMPA,V,45-49,E,123,
2022,AR-L,LA PAMPA,V,50-54,E,99,
2022,AR-L,LA PAMPA,V,55-59,E,91,
2022,AR-L,LA PAMPA,V,60-64,E,103,
2022,AR-L,LA PAMPA,V,65-69,E,131,
2022,AR-L,LA PAMPA,V,70-74,E,102,
2022,AR-L,LA PAMPA,V,75-79,E,76,
2022,AR-L,LA PAMPA,V,80-84,E,53,
2022,AR-L,LA PAMPA,V,85+,E,50,
1869,AR-F,LA RIOJA,M,05-09,N,4114,
1869,AR-F,LA RIOJA,M,10-14,N,3213,
1869,AR-F,LA RIOJA,M,00-04,N,3956,
1869,AR-F,LA RIOJA,M,15-19,N,2854,
1869,AR-F,LA RIOJA,M,20-24,N,2231,
1869,AR-F,LA RIOJA,M,25-29,N,2359,
1869,AR-F,LA RIOJA,M,30-34,N,1711,
1869,AR-F,LA RIOJA,M,35-39,N,1031,
1869,AR-F,LA RIOJA,M,40-44,N,1174,
1869,AR-F,LA RIOJA,M,45-49,N,826,
1869,AR-F,LA RIOJA,M,50-54,N,916,
1869,AR-F,LA RIOJA,M,55-59,N,367,
1869,AR-F,LA RIOJA,M,60-64,N,418,
1869,AR-F,LA RIOJA,M,65-69,N,201,
1869,AR-F,LA RIOJA,M,70-74,N,227,
1869,AR-F,LA RIOJA,M,75-79,N,91,
1869,AR-F,LA RIOJA,M,80-84,N,97,
1869,AR-F,LA RIOJA,M,85+,N,122,
1869,AR-F,LA RIOJA,V,05-09,N,4143,
1869,AR-F,LA RIOJA,V,10-14,N,3306,
1869,AR-F,LA RIOJA,V,00-04,N,4297,
1869,AR-F,LA RIOJA,V,15-19,N,2148,
1869,AR-F,LA RIOJA,V,20-24,N,1530,
1869,AR-F,LA RIOJA,V,25-29,N,1574,
1869,AR-F,LA RIOJA,V,30-34,N,1216,
1869,AR-F,LA RIOJA,V,35-39,N,851,
1869,AR-F,LA RIOJA,V,40-44,N,871,
1869,AR-F,LA RIOJA,V,45-49,N,607,
1869,AR-F,LA RIOJA,V,50-54,N,586,
1869,AR-F,LA RIOJA,V,55-59,N,437,
1869,AR-F,LA RIOJA,V,60-64,N,428,
1869,AR-F,LA RIOJA,V,65-69,N,171,
1869,AR-F,LA RIOJA,V,70-74,N,190,
1869,AR-F,LA RIOJA,V,75-79,N,37,
1869,AR-F,LA RIOJA,V,80-84,N,64,
1869,AR-F,LA RIOJA,V,85+,N,129,
1895,AR-F,LA RIOJA,M,05-09,N,5523,
1895,AR-F,LA RIOJA,M,10-14,N,3892,
1895,AR-F,LA RIOJA,M,00-04,N,5497,
1895,AR-F,LA RIOJA,M,15-19,N,4095,
1895,AR-F,LA RIOJA,M,20-24,N,3318,
1895,AR-F,LA RIOJA,M,25-29,N,2992,
1895,AR-F,LA RIOJA,M,30-34,N,2408,
1895,AR-F,LA RIOJA,M,35-39,N,2211,
1895,AR-F,LA RIOJA,M,40-44,N,1760,
1895,AR-F,LA RIOJA,M,45-49,N,1310,
1895,AR-F,LA RIOJA,M,50-54,N,1088,
1895,AR-F,LA RIOJA,M,55-59,N,637,
1895,AR-F,LA RIOJA,M,60-64,N,732,
1895,AR-F,LA RIOJA,M,65-69,N,288,
1895,AR-F,LA RIOJA,M,70-74,N,361,
1895,AR-F,LA RIOJA,M,75-79,N,141,
1895,AR-F,LA RIOJA,M,80-84,N,183,
1895,AR-F,LA RIOJA,M,85+,N,144,
1895,AR-F,LA RIOJA,V,05-09,N,5684,
1895,AR-F,LA RIOJA,V,10-14,N,4191,
1895,AR-F,LA RIOJA,V,00-04,N,5493,
1895,AR-F,LA RIOJA,V,15-19,N,3384,
1895,AR-F,LA RIOJA,V,20-24,N,2351,
1895,AR-F,LA RIOJA,V,25-29,N,2016,
1895,AR-F,LA RIOJA,V,30-34,N,1648,
1895,AR-F,LA RIOJA,V,35-39,N,1818,
1895,AR-F,LA RIOJA,V,40-44,N,1271,
1895,AR-F,LA RIOJA,V,45-49,N,1319,
1895,AR-F,LA RIOJA,V,50-54,N,836,
1895,AR-F,LA RIOJA,V,55-59,N,635,
1895,AR-F,LA RIOJA,V,60-64,N,608,
1895,AR-F,LA RIOJA,V,65-69,N,258,
1895,AR-F,LA RIOJA,V,70-74,N,252,
1895,AR-F,LA RIOJA,V,75-79,N,116,
1895,AR-F,LA RIOJA,V,80-84,N,122,
1895,AR-F,LA RIOJA,V,85+,N,84,
1914,AR-F,LA RIOJA,M,10-14,N,5108,
1914,AR-F,LA RIOJA,M,05-09,N,6061,
1914,AR-F,LA RIOJA,M,00-04,N,6407,
1914,AR-F,LA RIOJA,M,15-19,N,4831,
1914,AR-F,LA RIOJA,M,20-24,N,4058,
1914,AR-F,LA RIOJA,M,25-29,N,3389,
1914,AR-F,LA RIOJA,M,30-34,N,2371,
1914,AR-F,LA RIOJA,M,35-39,N,2526,
1914,AR-F,LA RIOJA,M,40-44,N,1795,
1914,AR-F,LA RIOJA,M,45-49,N,1470,
1914,AR-F,LA RIOJA,M,50-54,N,1226,
1914,AR-F,LA RIOJA,M,55-59,N,948,
1914,AR-F,LA RIOJA,M,60-64,N,834,
1914,AR-F,LA RIOJA,M,65-69,N,580,
1914,AR-F,LA RIOJA,M,70-74,N,440,
1914,AR-F,LA RIOJA,M,75-79,N,216,
1914,AR-F,LA RIOJA,M,80-84,N,191,
1914,AR-F,LA RIOJA,M,85+,N,208,
1914,AR-F,LA RIOJA,V,10-14,N,5231,
1914,AR-F,LA RIOJA,V,05-09,N,6151,
1914,AR-F,LA RIOJA,V,00-04,N,6283,
1914,AR-F,LA RIOJA,V,15-19,N,3787,
1914,AR-F,LA RIOJA,V,20-24,N,2479,
1914,AR-F,LA RIOJA,V,25-29,N,1948,
1914,AR-F,LA RIOJA,V,30-34,N,1448,
1914,AR-F,LA RIOJA,V,35-39,N,1574,
1914,AR-F,LA RIOJA,V,40-44,N,1318,
1914,AR-F,LA RIOJA,V,45-49,N,1263,
1914,AR-F,LA RIOJA,V,50-54,N,1018,
1914,AR-F,LA RIOJA,V,55-59,N,871,
1914,AR-F,LA RIOJA,V,60-64,N,730,
1914,AR-F,LA RIOJA,V,65-69,N,518,
1914,AR-F,LA RIOJA,V,70-74,N,387,
1914,AR-F,LA RIOJA,V,75-79,N,217,
1914,AR-F,LA RIOJA,V,80-84,N,140,
1914,AR-F,LA RIOJA,V,85+,N,127,
1947,AR-F,LA RIOJA,M,10-14,N,6952,
1947,AR-F,LA RIOJA,M,05-09,N,7788,
1947,AR-F,LA RIOJA,M,00-04,N,9000,
1947,AR-F,LA RIOJA,M,15-19,N,5892,
1947,AR-F,LA RIOJA,M,20-24,N,4476,
1947,AR-F,LA RIOJA,M,25-29,N,3482,
1947,AR-F,LA RIOJA,M,30-34,N,3181,
1947,AR-F,LA RIOJA,M,35-39,N,3023,
1947,AR-F,LA RIOJA,M,40-44,N,2405,
1947,AR-F,LA RIOJA,M,45-49,N,2446,
1947,AR-F,LA RIOJA,M,50-54,N,1828,
1947,AR-F,LA RIOJA,M,55-59,N,1628,
1947,AR-F,LA RIOJA,M,60-64,N,1252,
1947,AR-F,LA RIOJA,M,65-69,N,891,
1947,AR-F,LA RIOJA,M,70-74,N,571,
1947,AR-F,LA RIOJA,M,75-79,N,414,
1947,AR-F,LA RIOJA,M,80-84,N,191,
1947,AR-F,LA RIOJA,M,85+,N,228,
1947,AR-F,LA RIOJA,V,10-14,N,7236,
1947,AR-F,LA RIOJA,V,05-09,N,7748,
1947,AR-F,LA RIOJA,V,00-04,N,9055,
1947,AR-F,LA RIOJA,V,15-19,N,6244,
1947,AR-F,LA RIOJA,V,20-24,N,4524,
1947,AR-F,LA RIOJA,V,25-29,N,3132,
1947,AR-F,LA RIOJA,V,30-34,N,2962,
1947,AR-F,LA RIOJA,V,35-39,N,2881,
1947,AR-F,LA RIOJA,V,40-44,N,2308,
1947,AR-F,LA RIOJA,V,45-49,N,1953,
1947,AR-F,LA RIOJA,V,50-54,N,1564,
1947,AR-F,LA RIOJA,V,55-59,N,1345,
1947,AR-F,LA RIOJA,V,60-64,N,938,
1947,AR-F,LA RIOJA,V,65-69,N,666,
1947,AR-F,LA RIOJA,V,70-74,N,467,
1947,AR-F,LA RIOJA,V,75-79,N,246,
1947,AR-F,LA RIOJA,V,80-84,N,138,
1947,AR-F,LA RIOJA,V,85+,N,94,
1960,AR-F,LA RIOJA,M,05-09,N,9390,
1960,AR-F,LA RIOJA,M,10-14,N,8220,
1960,AR-F,LA RIOJA,M,00-04,N,9338,
1960,AR-F,LA RIOJA,M,15-19,N,6179,
1960,AR-F,LA RIOJA,M,20-24,N,4697,
1960,AR-F,LA RIOJA,M,25-29,N,4250,
1960,AR-F,LA RIOJA,M,30-34,N,4029,
1960,AR-F,LA RIOJA,M,35-39,N,3468,
1960,AR-F,LA RIOJA,M,40-44,N,2738,
1960,AR-F,LA RIOJA,M,45-49,N,2612,
1960,AR-F,LA RIOJA,M,50-54,N,2185,
1960,AR-F,LA RIOJA,M,55-59,N,1952,
1960,AR-F,LA RIOJA,M,60-64,N,1783,
1960,AR-F,LA RIOJA,M,65-69,N,1133,
1960,AR-F,LA RIOJA,M,70-74,N,874,
1960,AR-F,LA RIOJA,M,75-79,N,535,
1960,AR-F,LA RIOJA,M,80-84,N,284,
1960,AR-F,LA RIOJA,M,85+,N,222,
1960,AR-F,LA RIOJA,V,05-09,N,9370,
1960,AR-F,LA RIOJA,V,10-14,N,8454,
1960,AR-F,LA RIOJA,V,00-04,N,9589,
1960,AR-F,LA RIOJA,V,15-19,N,6547,
1960,AR-F,LA RIOJA,V,20-24,N,4602,
1960,AR-F,LA RIOJA,V,25-29,N,3883,
1960,AR-F,LA RIOJA,V,30-34,N,3864,
1960,AR-F,LA RIOJA,V,35-39,N,3299,
1960,AR-F,LA RIOJA,V,40-44,N,2677,
1960,AR-F,LA RIOJA,V,45-49,N,2657,
1960,AR-F,LA RIOJA,V,50-54,N,2317,
1960,AR-F,LA RIOJA,V,55-59,N,1844,
1960,AR-F,LA RIOJA,V,60-64,N,1317,
1960,AR-F,LA RIOJA,V,65-69,N,969,
1960,AR-F,LA RIOJA,V,70-74,N,724,
1960,AR-F,LA RIOJA,V,75-79,N,355,
1960,AR-F,LA RIOJA,V,80-84,N,163,
1960,AR-F,LA RIOJA,V,85+,N,76,
1970,AR-F,LA RIOJA,M,05-09,N,9225,
1970,AR-F,LA RIOJA,M,10-14,N,8475,
1970,AR-F,LA RIOJA,M,00-04,N,8800,
1970,AR-F,LA RIOJA,M,15-19,N,6400,
1970,AR-F,LA RIOJA,M,20-24,N,4800,
1970,AR-F,LA RIOJA,M,25-29,N,4050,
1970,AR-F,LA RIOJA,M,30-34,N,3900,
1970,AR-F,LA RIOJA,M,35-39,N,4325,
1970,AR-F,LA RIOJA,M,40-44,N,3125,
1970,AR-F,LA RIOJA,M,45-49,N,2925,
1970,AR-F,LA RIOJA,M,50-54,N,2475,
1970,AR-F,LA RIOJA,M,55-59,N,2325,
1970,AR-F,LA RIOJA,M,60-64,N,1775,
1970,AR-F,LA RIOJA,M,65-69,N,1800,
1970,AR-F,LA RIOJA,M,70-74,N,1250,
1970,AR-F,LA RIOJA,M,75-79,N,675,
1970,AR-F,LA RIOJA,M,80-84,N,450,
1970,AR-F,LA RIOJA,M,85+,N,350,
1970,AR-F,LA RIOJA,V,05-09,N,9275,
1970,AR-F,LA RIOJA,V,10-14,N,8550,
1970,AR-F,LA RIOJA,V,00-04,N,8475,
1970,AR-F,LA RIOJA,V,15-19,N,7250,
1970,AR-F,LA RIOJA,V,20-24,N,4850,
1970,AR-F,LA RIOJA,V,25-29,N,3925,
1970,AR-F,LA RIOJA,V,30-34,N,3325,
1970,AR-F,LA RIOJA,V,35-39,N,4325,
1970,AR-F,LA RIOJA,V,40-44,N,3525,
1970,AR-F,LA RIOJA,V,45-49,N,2800,
1970,AR-F,LA RIOJA,V,50-54,N,2575,
1970,AR-F,LA RIOJA,V,55-59,N,2250,
1970,AR-F,LA RIOJA,V,60-64,N,1975,
1970,AR-F,LA RIOJA,V,65-69,N,1725,
1970,AR-F,LA RIOJA,V,70-74,N,850,
1970,AR-F,LA RIOJA,V,75-79,N,500,
1970,AR-F,LA RIOJA,V,80-84,N,225,
1970,AR-F,LA RIOJA,V,85+,N,100,
1980,AR-F,LA RIOJA,M,00-04,N,11860,
1980,AR-F,LA RIOJA,M,05-09,N,9800,
1980,AR-F,LA RIOJA,M,10-14,N,8850,
1980,AR-F,LA RIOJA,M,15-19,N,7632,
1980,AR-F,LA RIOJA,M,20-24,N,6519,
1980,AR-F,LA RIOJA,M,25-29,N,6079,
1980,AR-F,LA RIOJA,M,30-34,N,5322,
1980,AR-F,LA RIOJA,M,35-39,N,4473,
1980,AR-F,LA RIOJA,M,40-44,N,3986,
1980,AR-F,LA RIOJA,M,45-49,N,3660,
1980,AR-F,LA RIOJA,M,50-54,N,3457,
1980,AR-F,LA RIOJA,M,55-59,N,2853,
1980,AR-F,LA RIOJA,M,60-64,N,2248,
1980,AR-F,LA RIOJA,M,65-69,N,1910,
1980,AR-F,LA RIOJA,M,70-74,N,1433,
1980,AR-F,LA RIOJA,M,75-79,N,1045,
1980,AR-F,LA RIOJA,M,80-84,N,638,
1980,AR-F,LA RIOJA,M,85+,N,454,
1980,AR-F,LA RIOJA,V,00-04,N,11988,
1980,AR-F,LA RIOJA,V,05-09,N,9925,
1980,AR-F,LA RIOJA,V,10-14,N,8804,
1980,AR-F,LA RIOJA,V,15-19,N,7828,
1980,AR-F,LA RIOJA,V,20-24,N,5888,
1980,AR-F,LA RIOJA,V,25-29,N,5809,
1980,AR-F,LA RIOJA,V,30-34,N,5270,
1980,AR-F,LA RIOJA,V,35-39,N,4483,
1980,AR-F,LA RIOJA,V,40-44,N,3837,
1980,AR-F,LA RIOJA,V,45-49,N,3673,
1980,AR-F,LA RIOJA,V,50-54,N,3547,
1980,AR-F,LA RIOJA,V,55-59,N,2787,
1980,AR-F,LA RIOJA,V,60-64,N,2157,
1980,AR-F,LA RIOJA,V,65-69,N,1887,
1980,AR-F,LA RIOJA,V,70-74,N,1423,
1980,AR-F,LA RIOJA,V,75-79,N,858,
1980,AR-F,LA RIOJA,V,80-84,N,417,
1980,AR-F,LA RIOJA,V,85+,N,232,
1991,AR-F,LA RIOJA,M,05-09,N,12610,
1991,AR-F,LA RIOJA,M,10-14,N,13420,
1991,AR-F,LA RIOJA,M,00-04,N,13750,
1991,AR-F,LA RIOJA,M,15-19,N,10270,
1991,AR-F,LA RIOJA,M,20-24,N,8522,
1991,AR-F,LA RIOJA,M,25-29,N,8055,
1991,AR-F,LA RIOJA,M,30-34,N,7426,
1991,AR-F,LA RIOJA,M,35-39,N,6838,
1991,AR-F,LA RIOJA,M,40-44,N,5665,
1991,AR-F,LA RIOJA,M,45-49,N,4667,
1991,AR-F,LA RIOJA,M,50-54,N,4064,
1991,AR-F,LA RIOJA,M,55-59,N,3494,
1991,AR-F,LA RIOJA,M,60-64,N,3274,
1991,AR-F,LA RIOJA,M,65-69,N,2542,
1991,AR-F,LA RIOJA,M,70-74,N,1905,
1991,AR-F,LA RIOJA,M,75-79,N,1423,
1991,AR-F,LA RIOJA,M,80-84,N,887,
1991,AR-F,LA RIOJA,M,85+,N,753,
1991,AR-F,LA RIOJA,V,05-09,N,13003,
1991,AR-F,LA RIOJA,V,10-14,N,13625,
1991,AR-F,LA RIOJA,V,00-04,N,13747,
1991,AR-F,LA RIOJA,V,15-19,N,10135,
1991,AR-F,LA RIOJA,V,20-24,N,8443,
1991,AR-F,LA RIOJA,V,25-29,N,8029,
1991,AR-F,LA RIOJA,V,30-34,N,7572,
1991,AR-F,LA RIOJA,V,35-39,N,7056,
1991,AR-F,LA RIOJA,V,40-44,N,6048,
1991,AR-F,LA RIOJA,V,45-49,N,5001,
1991,AR-F,LA RIOJA,V,50-54,N,4035,
1991,AR-F,LA RIOJA,V,55-59,N,3437,
1991,AR-F,LA RIOJA,V,60-64,N,3260,
1991,AR-F,LA RIOJA,V,65-69,N,2339,
1991,AR-F,LA RIOJA,V,70-74,N,1584,
1991,AR-F,LA RIOJA,V,75-79,N,1192,
1991,AR-F,LA RIOJA,V,80-84,N,712,
1991,AR-F,LA RIOJA,V,85+,N,403,
2001,AR-F,LA RIOJA,M,05-09,N,17225,
2001,AR-F,LA RIOJA,M,10-14,N,15359,
2001,AR-F,LA RIOJA,M,00-04,N,15055,
2001,AR-F,LA RIOJA,M,15-19,N,13400,
2001,AR-F,LA RIOJA,M,20-24,N,14014,
2001,AR-F,LA RIOJA,M,25-29,N,11083,
2001,AR-F,LA RIOJA,M,30-34,N,9311,
2001,AR-F,LA RIOJA,M,35-39,N,8864,
2001,AR-F,LA RIOJA,M,40-44,N,7961,
2001,AR-F,LA RIOJA,M,45-49,N,6907,
2001,AR-F,LA RIOJA,M,50-54,N,6047,
2001,AR-F,LA RIOJA,M,55-59,N,4581,
2001,AR-F,LA RIOJA,M,60-64,N,3933,
2001,AR-F,LA RIOJA,M,65-69,N,3266,
2001,AR-F,LA RIOJA,M,70-74,N,2744,
2001,AR-F,LA RIOJA,M,75-79,N,2032,
2001,AR-F,LA RIOJA,M,80-84,N,1228,
2001,AR-F,LA RIOJA,M,85+,N,1056,
2001,AR-F,LA RIOJA,V,05-09,N,17627,
2001,AR-F,LA RIOJA,V,10-14,N,15569,
2001,AR-F,LA RIOJA,V,00-04,N,15629,
2001,AR-F,LA RIOJA,V,15-19,N,13817,
2001,AR-F,LA RIOJA,V,20-24,N,14092,
2001,AR-F,LA RIOJA,V,25-29,N,10946,
2001,AR-F,LA RIOJA,V,30-34,N,9288,
2001,AR-F,LA RIOJA,V,35-39,N,8737,
2001,AR-F,LA RIOJA,V,40-44,N,8096,
2001,AR-F,LA RIOJA,V,45-49,N,7203,
2001,AR-F,LA RIOJA,V,50-54,N,6242,
2001,AR-F,LA RIOJA,V,55-59,N,4614,
2001,AR-F,LA RIOJA,V,60-64,N,3647,
2001,AR-F,LA RIOJA,V,65-69,N,2842,
2001,AR-F,LA RIOJA,V,70-74,N,2454,
2001,AR-F,LA RIOJA,V,75-79,N,1520,
2001,AR-F,LA RIOJA,V,80-84,N,827,
2001,AR-F,LA RIOJA,V,85+,N,615,
2010,AR-F,LA RIOJA,M,05-09,N,15309,
2010,AR-F,LA RIOJA,M,10-14,N,16181,
2010,AR-F,LA RIOJA,M,00-04,N,14348,
2010,AR-F,LA RIOJA,M,15-19,N,17571,
2010,AR-F,LA RIOJA,M,20-24,N,14772,
2010,AR-F,LA RIOJA,M,25-29,N,13309,
2010,AR-F,LA RIOJA,M,30-34,N,13649,
2010,AR-F,LA RIOJA,M,35-39,N,10992,
2010,AR-F,LA RIOJA,M,40-44,N,9146,
2010,AR-F,LA RIOJA,M,45-49,N,8620,
2010,AR-F,LA RIOJA,M,50-54,N,7554,
2010,AR-F,LA RIOJA,M,55-59,N,6803,
2010,AR-F,LA RIOJA,M,60-64,N,5399,
2010,AR-F,LA RIOJA,M,65-69,N,4130,
2010,AR-F,LA RIOJA,M,70-74,N,3324,
2010,AR-F,LA RIOJA,M,75-79,N,2564,
2010,AR-F,LA RIOJA,M,80-84,N,1796,
2010,AR-F,LA RIOJA,M,85+,N,1442,
2010,AR-F,LA RIOJA,V,05-09,N,15433,
2010,AR-F,LA RIOJA,V,10-14,N,16591,
2010,AR-F,LA RIOJA,V,00-04,N,14915,
2010,AR-F,LA RIOJA,V,15-19,N,17739,
2010,AR-F,LA RIOJA,V,20-24,N,14382,
2010,AR-F,LA RIOJA,V,25-29,N,13166,
2010,AR-F,LA RIOJA,V,30-34,N,13153,
2010,AR-F,LA RIOJA,V,35-39,N,10632,
2010,AR-F,LA RIOJA,V,40-44,N,8980,
2010,AR-F,LA RIOJA,V,45-49,N,8549,
2010,AR-F,LA RIOJA,V,50-54,N,7611,
2010,AR-F,LA RIOJA,V,55-59,N,6832,
2010,AR-F,LA RIOJA,V,60-64,N,5254,
2010,AR-F,LA RIOJA,V,65-69,N,3913,
2010,AR-F,LA RIOJA,V,70-74,N,2613,
2010,AR-F,LA RIOJA,V,75-79,N,1913,
2010,AR-F,LA RIOJA,V,80-84,N,1128,
2010,AR-F,LA RIOJA,V,85+,N,723,
2022,AR-F,LA RIOJA,M,00-04,N,11623,
2022,AR-F,LA RIOJA,M,05-09,N,14952,
2022,AR-F,LA RIOJA,M,10-14,N,14877,
2022,AR-F,LA RIOJA,M,15-19,N,16163,
2022,AR-F,LA RIOJA,M,20-24,N,16739,
2022,AR-F,LA RIOJA,M,25-29,N,17904,
2022,AR-F,LA RIOJA,M,30-34,N,15426,
2022,AR-F,LA RIOJA,M,35-39,N,13891,
2022,AR-F,LA RIOJA,M,40-44,N,14440,
2022,AR-F,LA RIOJA,M,45-49,N,12012,
2022,AR-F,LA RIOJA,M,50-54,N,9784,
2022,AR-F,LA RIOJA,M,55-59,N,8773,
2022,AR-F,LA RIOJA,M,60-64,N,7646,
2022,AR-F,LA RIOJA,M,65-69,N,6366,
2022,AR-F,LA RIOJA,M,70-74,N,4991,
2022,AR-F,LA RIOJA,M,75-79,N,3496,
2022,AR-F,LA RIOJA,M,80-84,N,2147,
2022,AR-F,LA RIOJA,M,85+,N,1956,
2022,AR-F,LA RIOJA,V,00-04,N,11901,
2022,AR-F,LA RIOJA,V,05-09,N,15341,
2022,AR-F,LA RIOJA,V,10-14,N,15469,
2022,AR-F,LA RIOJA,V,15-19,N,15859,
2022,AR-F,LA RIOJA,V,20-24,N,16088,
2022,AR-F,LA RIOJA,V,25-29,N,16958,
2022,AR-F,LA RIOJA,V,30-34,N,14691,
2022,AR-F,LA RIOJA,V,35-39,N,12803,
2022,AR-F,LA RIOJA,V,40-44,N,13506,
2022,AR-F,LA RIOJA,V,45-49,N,11213,
2022,AR-F,LA RIOJA,V,50-54,N,9253,
2022,AR-F,LA RIOJA,V,55-59,N,8130,
2022,AR-F,LA RIOJA,V,60-64,N,7214,
2022,AR-F,LA RIOJA,V,65-69,N,5892,
2022,AR-F,LA RIOJA,V,70-74,N,4153,
2022,AR-F,LA RIOJA,V,75-79,N,2647,
2022,AR-F,LA RIOJA,V,80-84,N,1412,
2022,AR-F,LA RIOJA,V,85+,N,965,
1869,AR-F,LA RIOJA,M,05-09,E,5,
1869,AR-F,LA RIOJA,M,10-14,E,7,
1869,AR-F,LA RIOJA,M,00-04,E,4,
1869,AR-F,LA RIOJA,M,15-19,E,6,
1869,AR-F,LA RIOJA,M,20-24,E,8,
1869,AR-F,LA RIOJA,M,25-29,E,8,
1869,AR-F,LA RIOJA,M,30-34,E,7,
1869,AR-F,LA RIOJA,M,35-39,E,4,
1869,AR-F,LA RIOJA,M,40-44,E,5,
1869,AR-F,LA RIOJA,M,45-49,E,4,
1869,AR-F,LA RIOJA,M,50-54,E,2,
1869,AR-F,LA RIOJA,M,55-59,E,1,
1869,AR-F,LA RIOJA,M,60-64,E,1,
1869,AR-F,LA RIOJA,M,65-69,E,0,
1869,AR-F,LA RIOJA,M,70-74,E,1,
1869,AR-F,LA RIOJA,M,75-79,E,0,
1869,AR-F,LA RIOJA,M,80-84,E,0,
1869,AR-F,LA RIOJA,M,85+,E,0,
1869,AR-F,LA RIOJA,V,05-09,E,9,
1869,AR-F,LA RIOJA,V,10-14,E,12,
1869,AR-F,LA RIOJA,V,00-04,E,5,
1869,AR-F,LA RIOJA,V,15-19,E,16,
1869,AR-F,LA RIOJA,V,20-24,E,21,
1869,AR-F,LA RIOJA,V,25-29,E,28,
1869,AR-F,LA RIOJA,V,30-34,E,25,
1869,AR-F,LA RIOJA,V,35-39,E,18,
1869,AR-F,LA RIOJA,V,40-44,E,19,
1869,AR-F,LA RIOJA,V,45-49,E,12,
1869,AR-F,LA RIOJA,V,50-54,E,8,
1869,AR-F,LA RIOJA,V,55-59,E,4,
1869,AR-F,LA RIOJA,V,60-64,E,5,
1869,AR-F,LA RIOJA,V,65-69,E,3,
1869,AR-F,LA RIOJA,V,70-74,E,2,
1869,AR-F,LA RIOJA,V,75-79,E,1,
1869,AR-F,LA RIOJA,V,80-84,E,1,
1869,AR-F,LA RIOJA,V,85+,E,1,
1895,AR-F,LA RIOJA,M,05-09,E,21,
1895,AR-F,LA RIOJA,M,10-14,E,27,
1895,AR-F,LA RIOJA,M,00-04,E,5,
