censo,iso_3166-2_AR,provincia,sexo,rango_etario,nativo_extranjero,poblacion,
1914,AR-H,CHACO,V,40-44,E,402,
1914,AR-H,CHACO,V,45-49,E,336,
1914,AR-H,CHACO,V,50-54,E,267,
1914,AR-H,CHACO,V,55-59,E,189,
1914,AR-H,CHACO,V,60-64,E,139,
1914,AR-H,CHACO,V,65-69,E,70,
1914,AR-H,CHACO,V,70-74,E,57,
1914,AR-H,CHACO,V,75-79,E,32,
1914,AR-H,CHACO,V,80-84,E,18,
1914,AR-H,CHACO,V,85+,E,8,
1947,AR-H,CHACO,M,10-14,E,584,
1947,AR-H,CHACO,M,05-09,E,337,
1947,AR-H,CHACO,M,00-04,E,193,
1947,AR-H,CHACO,M,15-19,E,1113,
1947,AR-H,CHACO,M,20-24,E,1548,
1947,AR-H,CHACO,M,25-29,E,1566,
1947,AR-H,CHACO,M,30-34,E,1365,
1947,AR-H,CHACO,M,35-39,E,1734,
1947,AR-H,CHACO,M,40-44,E,1911,
1947,AR-H,CHACO,M,45-49,E,1732,
1947,AR-H,CHACO,M,50-54,E,1220,
1947,AR-H,CHACO,M,55-59,E,1025,
1947,AR-H,CHACO,M,60-64,E,761,
1947,AR-H,CHACO,M,65-69,E,510,
1947,AR-H,CHACO,M,70-74,E,290,
1947,AR-H,CHACO,M,75-79,E,176,
1947,AR-H,CHACO,M,80-84,E,70,
1947,AR-H,CHACO,M,85+,E,54,
1947,AR-H,CHACO,V,10-14,E,582,
1947,AR-H,CHACO,V,05-09,E,292,
1947,AR-H,CHACO,V,00-04,E,197,
1947,AR-H,CHACO,V,15-19,E,1092,
1947,AR-H,CHACO,V,20-24,E,1846,
1947,AR-H,CHACO,V,25-29,E,1815,
1947,AR-H,CHACO,V,30-34,E,1889,
1947,AR-H,CHACO,V,35-39,E,3050,
1947,AR-H,CHACO,V,40-44,E,4009,
1947,AR-H,CHACO,V,45-49,E,3341,
1947,AR-H,CHACO,V,50-54,E,2546,
1947,AR-H,CHACO,V,55-59,E,2109,
1947,AR-H,CHACO,V,60-64,E,1504,
1947,AR-H,CHACO,V,65-69,E,898,
1947,AR-H,CHACO,V,70-74,E,416,
1947,AR-H,CHACO,V,75-79,E,190,
1947,AR-H,CHACO,V,80-84,E,98,
1947,AR-H,CHACO,V,85+,E,51,
1960,AR-H,CHACO,M,05-09,E,220,
1960,AR-H,CHACO,M,10-14,E,409,
1960,AR-H,CHACO,M,00-04,E,127,
1960,AR-H,CHACO,M,15-19,E,488,
1960,AR-H,CHACO,M,20-24,E,561,
1960,AR-H,CHACO,M,25-29,E,832,
1960,AR-H,CHACO,M,30-34,E,1290,
1960,AR-H,CHACO,M,35-39,E,1381,
1960,AR-H,CHACO,M,40-44,E,1124,
1960,AR-H,CHACO,M,45-49,E,1168,
1960,AR-H,CHACO,M,50-54,E,1362,
1960,AR-H,CHACO,M,55-59,E,1340,
1960,AR-H,CHACO,M,60-64,E,1102,
1960,AR-H,CHACO,M,65-69,E,709,
1960,AR-H,CHACO,M,70-74,E,562,
1960,AR-H,CHACO,M,75-79,E,360,
1960,AR-H,CHACO,M,80-84,E,180,
1960,AR-H,CHACO,M,85+,E,106,
1960,AR-H,CHACO,V,05-09,E,231,
1960,AR-H,CHACO,V,10-14,E,322,
1960,AR-H,CHACO,V,00-04,E,136,
1960,AR-H,CHACO,V,15-19,E,400,
1960,AR-H,CHACO,V,20-24,E,552,
1960,AR-H,CHACO,V,25-29,E,833,
1960,AR-H,CHACO,V,30-34,E,1369,
1960,AR-H,CHACO,V,35-39,E,1728,
1960,AR-H,CHACO,V,40-44,E,1395,
1960,AR-H,CHACO,V,45-49,E,1705,
1960,AR-H,CHACO,V,50-54,E,2477,
1960,AR-H,CHACO,V,55-59,E,2667,
1960,AR-H,CHACO,V,60-64,E,1896,
1960,AR-H,CHACO,V,65-69,E,1166,
1960,AR-H,CHACO,V,70-74,E,915,
1960,AR-H,CHACO,V,75-79,E,478,
1960,AR-H,CHACO,V,80-84,E,162,
1960,AR-H,CHACO,V,85+,E,70,
1970,AR-H,CHACO,M,05-09,E,100,
1970,AR-H,CHACO,M,10-14,E,0,
1970,AR-H,CHACO,M,00-04,E,50,
1970,AR-H,CHACO,M,15-19,E,200,
1970,AR-H,CHACO,M,20-24,E,100,
1970,AR-H,CHACO,M,25-29,E,600,
1970,AR-H,CHACO,M,30-34,E,450,
1970,AR-H,CHACO,M,35-39,E,1000,
1970,AR-H,CHACO,M,40-44,E,1200,
1970,AR-H,CHACO,M,45-49,E,1050,
1970,AR-H,CHACO,M,50-54,E,800,
1970,AR-H,CHACO,M,55-59,E,1000,
1970,AR-H,CHACO,M,60-64,E,1500,
1970,AR-H,CHACO,M,65-69,E,850,
1970,AR-H,CHACO,M,70-74,E,1150,
1970,AR-H,CHACO,M,75-79,E,400,
1970,AR-H,CHACO,M,80-84,E,200,
1970,AR-H,CHACO,M,85+,E,200,
1970,AR-H,CHACO,V,05-09,E,50,
1970,AR-H,CHACO,V,10-14,E,200,
1970,AR-H,CHACO,V,00-04,E,0,
1970,AR-H,CHACO,V,15-19,E,350,
1970,AR-H,CHACO,V,20-24,E,350,
1970,AR-H,CHACO,V,25-29,E,300,
1970,AR-H,CHACO,V,30-34,E,450,
1970,AR-H,CHACO,V,35-39,E,450,
1970,AR-H,CHACO,V,40-44,E,1100,
1970,AR-H,CHACO,V,45-49,E,1100,
1970,AR-H,CHACO,V,50-54,E,900,
1970,AR-H,CHACO,V,55-59,E,1250,
1970,AR-H,CHACO,V,60-64,E,1950,
1970,AR-H,CHACO,V,65-69,E,2000,
1970,AR-H,CHACO,V,70-74,E,1150,
1970,AR-H,CHACO,V,75-79,E,700,
1970,AR-H,CHACO,V,80-84,E,550,
1970,AR-H,CHACO,V,85+,E,50,
1980,AR-H,CHACO,M,00-04,E,22,
1980,AR-H,CHACO,M,05-09,E,68,
1980,AR-H,CHACO,M,10-14,E,122,
1980,AR-H,CHACO,M,15-19,E,123,
1980,AR-H,CHACO,M,20-24,E,202,
1980,AR-H,CHACO,M,25-29,E,273,
1980,AR-H,CHACO,M,30-34,E,336,
1980,AR-H,CHACO,M,35-39,E,408,
1980,AR-H,CHACO,M,40-44,E,389,
1980,AR-H,CHACO,M,45-49,E,600,
1980,AR-H,CHACO,M,50-54,E,861,
1980,AR-H,CHACO,M,55-59,E,974,
1980,AR-H,CHACO,M,60-64,E,727,
1980,AR-H,CHACO,M,65-69,E,758,
1980,AR-H,CHACO,M,70-74,E,750,
1980,AR-H,CHACO,M,75-79,E,677,
1980,AR-H,CHACO,M,80-84,E,363,
1980,AR-H,CHACO,M,85+,E,243,
1980,AR-H,CHACO,V,00-04,E,34,
1980,AR-H,CHACO,V,05-09,E,72,
1980,AR-H,CHACO,V,10-14,E,124,
1980,AR-H,CHACO,V,15-19,E,95,
1980,AR-H,CHACO,V,20-24,E,197,
1980,AR-H,CHACO,V,25-29,E,359,
1980,AR-H,CHACO,V,30-34,E,344,
1980,AR-H,CHACO,V,35-39,E,443,
1980,AR-H,CHACO,V,40-44,E,493,
1980,AR-H,CHACO,V,45-49,E,645,
1980,AR-H,CHACO,V,50-54,E,1015,
1980,AR-H,CHACO,V,55-59,E,1107,
1980,AR-H,CHACO,V,60-64,E,794,
1980,AR-H,CHACO,V,65-69,E,864,
1980,AR-H,CHACO,V,70-74,E,1013,
1980,AR-H,CHACO,V,75-79,E,917,
1980,AR-H,CHACO,V,80-84,E,412,
1980,AR-H,CHACO,V,85+,E,186,
1991,AR-H,CHACO,M,05-09,E,40,
1991,AR-H,CHACO,M,10-14,E,50,
1991,AR-H,CHACO,M,00-04,E,17,
1991,AR-H,CHACO,M,15-19,E,80,
1991,AR-H,CHACO,M,20-24,E,124,
1991,AR-H,CHACO,M,25-29,E,178,
1991,AR-H,CHACO,M,30-34,E,214,
1991,AR-H,CHACO,M,35-39,E,281,
1991,AR-H,CHACO,M,40-44,E,312,
1991,AR-H,CHACO,M,45-49,E,357,
1991,AR-H,CHACO,M,50-54,E,372,
1991,AR-H,CHACO,M,55-59,E,486,
1991,AR-H,CHACO,M,60-64,E,702,
1991,AR-H,CHACO,M,65-69,E,821,
1991,AR-H,CHACO,M,70-74,E,570,
1991,AR-H,CHACO,M,75-79,E,456,
1991,AR-H,CHACO,M,80-84,E,361,
1991,AR-H,CHACO,M,85+,E,321,
1991,AR-H,CHACO,V,05-09,E,53,
1991,AR-H,CHACO,V,10-14,E,65,
1991,AR-H,CHACO,V,00-04,E,24,
1991,AR-H,CHACO,V,15-19,E,62,
1991,AR-H,CHACO,V,20-24,E,103,
1991,AR-H,CHACO,V,25-29,E,145,
1991,AR-H,CHACO,V,30-34,E,183,
1991,AR-H,CHACO,V,35-39,E,312,
1991,AR-H,CHACO,V,40-44,E,315,
1991,AR-H,CHACO,V,45-49,E,381,
1991,AR-H,CHACO,V,50-54,E,443,
1991,AR-H,CHACO,V,55-59,E,462,
1991,AR-H,CHACO,V,60-64,E,705,
1991,AR-H,CHACO,V,65-69,E,786,
1991,AR-H,CHACO,V,70-74,E,532,
1991,AR-H,CHACO,V,75-79,E,386,
1991,AR-H,CHACO,V,80-84,E,365,
1991,AR-H,CHACO,V,85+,E,302,
2001,AR-H,CHACO,M,05-09,E,40,
2001,AR-H,CHACO,M,10-14,E,32,
2001,AR-H,CHACO,M,00-04,E,25,
2001,AR-H,CHACO,M,15-19,E,46,
2001,AR-H,CHACO,M,20-24,E,85,
2001,AR-H,CHACO,M,25-29,E,87,
2001,AR-H,CHACO,M,30-34,E,136,
2001,AR-H,CHACO,M,35-39,E,186,
2001,AR-H,CHACO,M,40-44,E,188,
2001,AR-H,CHACO,M,45-49,E,231,
2001,AR-H,CHACO,M,50-54,E,248,
2001,AR-H,CHACO,M,55-59,E,297,
2001,AR-H,CHACO,M,60-64,E,299,
2001,AR-H,CHACO,M,65-69,E,384,
2001,AR-H,CHACO,M,70-74,E,554,
2001,AR-H,CHACO,M,75-79,E,578,
2001,AR-H,CHACO,M,80-84,E,395,
2001,AR-H,CHACO,M,85+,E,337,
2001,AR-H,CHACO,V,05-09,E,34,
2001,AR-H,CHACO,V,10-14,E,48,
2001,AR-H,CHACO,V,00-04,E,17,
2001,AR-H,CHACO,V,15-19,E,41,
2001,AR-H,CHACO,V,20-24,E,92,
2001,AR-H,CHACO,V,25-29,E,100,
2001,AR-H,CHACO,V,30-34,E,130,
2001,AR-H,CHACO,V,35-39,E,137,
2001,AR-H,CHACO,V,40-44,E,172,
2001,AR-H,CHACO,V,45-49,E,264,
2001,AR-H,CHACO,V,50-54,E,281,
2001,AR-H,CHACO,V,55-59,E,310,
2001,AR-H,CHACO,V,60-64,E,290,
2001,AR-H,CHACO,V,65-69,E,360,
2001,AR-H,CHACO,V,70-74,E,495,
2001,AR-H,CHACO,V,75-79,E,434,
2001,AR-H,CHACO,V,80-84,E,249,
2001,AR-H,CHACO,V,85+,E,192,
2010,AR-H,CHACO,M,05-09,E,106,
2010,AR-H,CHACO,M,10-14,E,97,
2010,AR-H,CHACO,M,00-04,E,117,
2010,AR-H,CHACO,M,15-19,E,132,
2010,AR-H,CHACO,M,20-24,E,132,
2010,AR-H,CHACO,M,25-29,E,147,
2010,AR-H,CHACO,M,30-34,E,154,
2010,AR-H,CHACO,M,35-39,E,144,
2010,AR-H,CHACO,M,40-44,E,173,
2010,AR-H,CHACO,M,45-49,E,167,
2010,AR-H,CHACO,M,50-54,E,206,
2010,AR-H,CHACO,M,55-59,E,221,
2010,AR-H,CHACO,M,60-64,E,245,
2010,AR-H,CHACO,M,65-69,E,276,
2010,AR-H,CHACO,M,70-74,E,248,
2010,AR-H,CHACO,M,75-79,E,271,
2010,AR-H,CHACO,M,80-84,E,333,
2010,AR-H,CHACO,M,85+,E,351,
2010,AR-H,CHACO,V,05-09,E,108,
2010,AR-H,CHACO,V,10-14,E,91,
2010,AR-H,CHACO,V,00-04,E,100,
2010,AR-H,CHACO,V,15-19,E,100,
2010,AR-H,CHACO,V,20-24,E,148,
2010,AR-H,CHACO,V,25-29,E,158,
2010,AR-H,CHACO,V,30-34,E,117,
2010,AR-H,CHACO,V,35-39,E,119,
2010,AR-H,CHACO,V,40-44,E,141,
2010,AR-H,CHACO,V,45-49,E,156,
2010,AR-H,CHACO,V,50-54,E,183,
2010,AR-H,CHACO,V,55-59,E,249,
2010,AR-H,CHACO,V,60-64,E,222,
2010,AR-H,CHACO,V,65-69,E,251,
2010,AR-H,CHACO,V,70-74,E,210,
2010,AR-H,CHACO,V,75-79,E,231,
2010,AR-H,CHACO,V,80-84,E,222,
2010,AR-H,CHACO,V,85+,E,170,
2022,AR-H,CHACO,M,00-04,E,63,
2022,AR-H,CHACO,M,05-09,E,85,
2022,AR-H,CHACO,M,10-14,E,107,
2022,AR-H,CHACO,M,15-19,E,128,
2022,AR-H,CHACO,M,20-24,E,144,
2022,AR-H,CHACO,M,25-29,E,191,
2022,AR-H,CHACO,M,30-34,E,196,
2022,AR-H,CHACO,M,35-39,E,223,
2022,AR-H,CHACO,M,40-44,E,214,
2022,AR-H,CHACO,M,45-49,E,178,
2022,AR-H,CHACO,M,50-54,E,188,
2022,AR-H,CHACO,M,55-59,E,213,
2022,AR-H,CHACO,M,60-64,E,196,
2022,AR-H,CHACO,M,65-69,E,216,
2022,AR-H,CHACO,M,70-74,E,216,
2022,AR-H,CHACO,M,75-79,E,198,
2022,AR-H,CHACO,M,80-84,E,170,
2022,AR-H,CHACO,M,85+,E,220,
2022,AR-H,CHACO,V,00-04,E,74,
2022,AR-H,CHACO,V,05-09,E,93,
2022,AR-H,CHACO,V,10-14,E,105,
2022,AR-H,CHACO,V,15-19,E,134,
2022,AR-H,CHACO,V,20-24,E,149,
2022,AR-H,CHACO,V,25-29,E,226,
2022,AR-H,CHACO,V,30-34,E,260,
2022,AR-H,CHACO,V,35-39,E,211,
2022,AR-H,CHACO,V,40-44,E,188,
2022,AR-H,CHACO,V,45-49,E,159,
2022,AR-H,CHACO,V,50-54,E,162,
2022,AR-H,CHACO,V,55-59,E,151,
2022,AR-H,CHACO,V,60-64,E,162,
2022,AR-H,CHACO,V,65-69,E,218,
2022,AR-H,CHACO,V,70-74,E,187,
2022,AR-H,CHACO,V,75-79,E,161,
2022,AR-H,CHACO,V,80-84,E,99,
2022,AR-H,CHACO,V,85+,E,104,
1895,AR-U,CHUBUT,M,05-09,N,230,
1895,AR-U,CHUBUT,M,10-14,N,142,
1895,AR-U,CHUBUT,M,00-04,N,274,
1895,AR-U,CHUBUT,M,15-19,N,96,
1895,AR-U,CHUBUT,M,20-24,N,67,
1895,AR-U,CHUBUT,M,25-29,N,34,
1895,AR-U,CHUBUT,M,30-34,N,32,
1895,AR-U,CHUBUT,M,35-39,N,22,
1895,AR-U,CHUBUT,M,40-44,N,26,
1895,AR-U,CHUBUT,M,45-49,N,15,
1895,AR-U,CHUBUT,M,50-54,N,14,
1895,AR-U,CHUBUT,M,55-59,N,10,
1895,AR-U,CHUBUT,M,60-64,N,9,
1895,AR-U,CHUBUT,M,65-69,N,0,
1895,AR-U,CHUBUT,M,70-74,N,7,
1895,AR-U,CHUBUT,M,75-79,N,1,
1895,AR-U,CHUBUT,M,80-84,N,1,
1895,AR-U,CHUBUT,M,85+,N,5,
1895,AR-U,CHUBUT,V,05-09,N,235,
1895,AR-U,CHUBUT,V,10-14,N,161,
1895,AR-U,CHUBUT,V,00-04,N,271,
1895,AR-U,CHUBUT,V,15-19,N,127,
1895,AR-U,CHUBUT,V,20-24,N,109,
1895,AR-U,CHUBUT,V,25-29,N,94,
1895,AR-U,CHUBUT,V,30-34,N,77,
1895,AR-U,CHUBUT,V,35-39,N,48,
1895,AR-U,CHUBUT,V,40-44,N,30,
1895,AR-U,CHUBUT,V,45-49,N,29,
1895,AR-U,CHUBUT,V,50-54,N,15,
1895,AR-U,CHUBUT,V,55-59,N,6,
1895,AR-U,CHUBUT,V,60-64,N,7,
1895,AR-U,CHUBUT,V,65-69,N,0,
1895,AR-U,CHUBUT,V,70-74,N,1,
1895,AR-U,CHUBUT,V,75-79,N,1,
1895,AR-U,CHUBUT,V,80-84,N,1,
1895,AR-U,CHUBUT,V,85+,N,6,
1914,AR-U,CHUBUT,M,10-14,N,708,
1914,AR-U,CHUBUT,M,05-09,N,1112,
1914,AR-U,CHUBUT,M,00-04,N,1666,
1914,AR-U,CHUBUT,M,15-19,N,561,
1914,AR-U,CHUBUT,M,20-24,N,414,
1914,AR-U,CHUBUT,M,25-29,N,306,
1914,AR-U,CHUBUT,M,30-34,N,167,
1914,AR-U,CHUBUT,M,35-39,N,155,
1914,AR-U,CHUBUT,M,40-44,N,95,
1914,AR-U,CHUBUT,M,45-49,N,65,
1914,AR-U,CHUBUT,M,50-54,N,39,
1914,AR-U,CHUBUT,M,55-59,N,32,
1914,AR-U,CHUBUT,M,60-64,N,17,
1914,AR-U,CHUBUT,M,65-69,N,8,
1914,AR-U,CHUBUT,M,70-74,N,11,
1914,AR-U,CHUBUT,M,75-79,N,8,
1914,AR-U,CHUBUT,M,80-84,N,16,
1914,AR-U,CHUBUT,M,85+,N,21,
1914,AR-U,CHUBUT,V,10-14,N,811,
1914,AR-U,CHUBUT,V,05-09,N,1220,
1914,AR-U,CHUBUT,V,00-04,N,1683,
1914,AR-U,CHUBUT,V,15-19,N,653,
1914,AR-U,CHUBUT,V,20-24,N,561,
1914,AR-U,CHUBUT,V,25-29,N,501,
1914,AR-U,CHUBUT,V,30-34,N,433,
1914,AR-U,CHUBUT,V,35-39,N,386,
1914,AR-U,CHUBUT,V,40-44,N,298,
1914,AR-U,CHUBUT,V,45-49,N,178,
1914,AR-U,CHUBUT,V,50-54,N,141,
1914,AR-U,CHUBUT,V,55-59,N,78,
1914,AR-U,CHUBUT,V,60-64,N,55,
1914,AR-U,CHUBUT,V,65-69,N,17,
1914,AR-U,CHUBUT,V,70-74,N,19,
1914,AR-U,CHUBUT,V,75-79,N,9,
1914,AR-U,CHUBUT,V,80-84,N,18,
1914,AR-U,CHUBUT,V,85+,N,19,
1947,AR-U,CHUBUT,M,10-14,N,4396,
1947,AR-U,CHUBUT,M,05-09,N,5248,
1947,AR-U,CHUBUT,M,00-04,N,6171,
1947,AR-U,CHUBUT,M,15-19,N,3957,
1947,AR-U,CHUBUT,M,20-24,N,3423,
1947,AR-U,CHUBUT,M,25-29,N,3089,
1947,AR-U,CHUBUT,M,30-34,N,2424,
1947,AR-U,CHUBUT,M,35-39,N,1602,
1947,AR-U,CHUBUT,M,40-44,N,1018,
1947,AR-U,CHUBUT,M,45-49,N,707,
1947,AR-U,CHUBUT,M,50-54,N,482,
1947,AR-U,CHUBUT,M,55-59,N,336,
1947,AR-U,CHUBUT,M,60-64,N,186,
1947,AR-U,CHUBUT,M,65-69,N,115,
1947,AR-U,CHUBUT,M,70-74,N,53,
1947,AR-U,CHUBUT,M,75-79,N,27,
1947,AR-U,CHUBUT,M,80-84,N,27,
1947,AR-U,CHUBUT,M,85+,N,18,
1947,AR-U,CHUBUT,V,10-14,N,4482,
1947,AR-U,CHUBUT,V,05-09,N,5263,
1947,AR-U,CHUBUT,V,00-04,N,6164,
1947,AR-U,CHUBUT,V,15-19,N,4013,
1947,AR-U,CHUBUT,V,20-24,N,5580,
1947,AR-U,CHUBUT,V,25-29,N,4062,
1947,AR-U,CHUBUT,V,30-34,N,3137,
1947,AR-U,CHUBUT,V,35-39,N,2313,
1947,AR-U,CHUBUT,V,40-44,N,1513,
1947,AR-U,CHUBUT,V,45-49,N,1089,
1947,AR-U,CHUBUT,V,50-54,N,771,
1947,AR-U,CHUBUT,V,55-59,N,543,
1947,AR-U,CHUBUT,V,60-64,N,330,
1947,AR-U,CHUBUT,V,65-69,N,200,
1947,AR-U,CHUBUT,V,70-74,N,106,
1947,AR-U,CHUBUT,V,75-79,N,52,
1947,AR-U,CHUBUT,V,80-84,N,16,
1947,AR-U,CHUBUT,V,85+,N,5,
1960,AR-U,CHUBUT,M,05-09,N,8281,
1960,AR-U,CHUBUT,M,10-14,N,6731,
1960,AR-U,CHUBUT,M,00-04,N,9267,
1960,AR-U,CHUBUT,M,15-19,N,5653,
1960,AR-U,CHUBUT,M,20-24,N,4732,
1960,AR-U,CHUBUT,M,25-29,N,4373,
1960,AR-U,CHUBUT,M,30-34,N,4104,
1960,AR-U,CHUBUT,M,35-39,N,3306,
1960,AR-U,CHUBUT,M,40-44,N,2641,
1960,AR-U,CHUBUT,M,45-49,N,1892,
1960,AR-U,CHUBUT,M,50-54,N,1175,
1960,AR-U,CHUBUT,M,55-59,N,780,
1960,AR-U,CHUBUT,M,60-64,N,527,
1960,AR-U,CHUBUT,M,65-69,N,312,
1960,AR-U,CHUBUT,M,70-74,N,194,
1960,AR-U,CHUBUT,M,75-79,N,92,
1960,AR-U,CHUBUT,M,80-84,N,56,
1960,AR-U,CHUBUT,M,85+,N,16,
1960,AR-U,CHUBUT,V,05-09,N,8448,
1960,AR-U,CHUBUT,V,10-14,N,6755,
1960,AR-U,CHUBUT,V,00-04,N,9283,
1960,AR-U,CHUBUT,V,15-19,N,5583,
1960,AR-U,CHUBUT,V,20-24,N,6729,
1960,AR-U,CHUBUT,V,25-29,N,4988,
1960,AR-U,CHUBUT,V,30-34,N,4852,
1960,AR-U,CHUBUT,V,35-39,N,4141,
1960,AR-U,CHUBUT,V,40-44,N,3363,
1960,AR-U,CHUBUT,V,45-49,N,2416,
1960,AR-U,CHUBUT,V,50-54,N,1681,
1960,AR-U,CHUBUT,V,55-59,N,1025,
1960,AR-U,CHUBUT,V,60-64,N,599,
1960,AR-U,CHUBUT,V,65-69,N,370,
1960,AR-U,CHUBUT,V,70-74,N,224,
1960,AR-U,CHUBUT,V,75-79,N,105,
1960,AR-U,CHUBUT,V,80-84,N,40,
1960,AR-U,CHUBUT,V,85+,N,13,
1970,AR-U,CHUBUT,M,05-09,N,11200,
1970,AR-U,CHUBUT,M,10-14,N,9850,
1970,AR-U,CHUBUT,M,00-04,N,12600,
1970,AR-U,CHUBUT,M,15-19,N,8225,
1970,AR-U,CHUBUT,M,20-24,N,6575,
1970,AR-U,CHUBUT,M,25-29,N,5375,
1970,AR-U,CHUBUT,M,30-34,N,5175,
1970,AR-U,CHUBUT,M,35-39,N,4950,
1970,AR-U,CHUBUT,M,40-44,N,3650,
1970,AR-U,CHUBUT,M,45-49,N,3050,
1970,AR-U,CHUBUT,M,50-54,N,2100,
1970,AR-U,CHUBUT,M,55-59,N,1750,
1970,AR-U,CHUBUT,M,60-64,N,1275,
1970,AR-U,CHUBUT,M,65-69,N,725,
1970,AR-U,CHUBUT,M,70-74,N,325,
1970,AR-U,CHUBUT,M,75-79,N,250,
1970,AR-U,CHUBUT,M,80-84,N,175,
1970,AR-U,CHUBUT,M,85+,N,100,
1970,AR-U,CHUBUT,V,05-09,N,11125,
1970,AR-U,CHUBUT,V,10-14,N,10625,
1970,AR-U,CHUBUT,V,00-04,N,12675,
1970,AR-U,CHUBUT,V,15-19,N,7925,
1970,AR-U,CHUBUT,V,20-24,N,9225,
1970,AR-U,CHUBUT,V,25-29,N,6025,
1970,AR-U,CHUBUT,V,30-34,N,5875,
1970,AR-U,CHUBUT,V,35-39,N,5400,
1970,AR-U,CHUBUT,V,40-44,N,4325,
1970,AR-U,CHUBUT,V,45-49,N,4225,
1970,AR-U,CHUBUT,V,50-54,N,2775,
1970,AR-U,CHUBUT,V,55-59,N,1850,
1970,AR-U,CHUBUT,V,60-64,N,1475,
1970,AR-U,CHUBUT,V,65-69,N,700,
1970,AR-U,CHUBUT,V,70-74,N,375,
1970,AR-U,CHUBUT,V,75-79,N,250,
1970,AR-U,CHUBUT,V,80-84,N,50,
1970,AR-U,CHUBUT,V,85+,N,75,
1980,AR-U,CHUBUT,M,00-04,N,18477,
1980,AR-U,CHUBUT,M,05-09,N,15331,
1980,AR-U,CHUBUT,M,10-14,N,12355,
1980,AR-U,CHUBUT,M,15-19,N,10770,
1980,AR-U,CHUBUT,M,20-24,N,9646,
1980,AR-U,CHUBUT,M,25-29,N,9399,
1980,AR-U,CHUBUT,M,30-34,N,7957,
1980,AR-U,CHUBUT,M,35-39,N,6544,
1980,AR-U,CHUBUT,M,40-44,N,5155,
1980,AR-U,CHUBUT,M,45-49,N,4292,
1980,AR-U,CHUBUT,M,50-54,N,3790,
1980,AR-U,CHUBUT,M,55-59,N,2984,
1980,AR-U,CHUBUT,M,60-64,N,2272,
1980,AR-U,CHUBUT,M,65-69,N,1609,
1980,AR-U,CHUBUT,M,70-74,N,947,
1980,AR-U,CHUBUT,M,75-79,N,528,
1980,AR-U,CHUBUT,M,80-84,N,269,
1980,AR-U,CHUBUT,M,85+,N,164,
1980,AR-U,CHUBUT,V,00-04,N,18987,
1980,AR-U,CHUBUT,V,05-09,N,15337,
1980,AR-U,CHUBUT,V,10-14,N,12370,
1980,AR-U,CHUBUT,V,15-19,N,13154,
1980,AR-U,CHUBUT,V,20-24,N,10211,
1980,AR-U,CHUBUT,V,25-29,N,10098,
1980,AR-U,CHUBUT,V,30-34,N,8707,
1980,AR-U,CHUBUT,V,35-39,N,7430,
1980,AR-U,CHUBUT,V,40-44,N,6149,
1980,AR-U,CHUBUT,V,45-49,N,5186,
1980,AR-U,CHUBUT,V,50-54,N,4350,
1980,AR-U,CHUBUT,V,55-59,N,3384,
1980,AR-U,CHUBUT,V,60-64,N,2390,
1980,AR-U,CHUBUT,V,65-69,N,1530,
1980,AR-U,CHUBUT,V,70-74,N,864,
1980,AR-U,CHUBUT,V,75-79,N,451,
1980,AR-U,CHUBUT,V,80-84,N,181,
1980,AR-U,CHUBUT,V,85+,N,86,
1991,AR-U,CHUBUT,M,05-09,N,20401,
1991,AR-U,CHUBUT,M,10-14,N,20190,
1991,AR-U,CHUBUT,M,00-04,N,21167,
1991,AR-U,CHUBUT,M,15-19,N,15947,
1991,AR-U,CHUBUT,M,20-24,N,12769,
1991,AR-U,CHUBUT,M,25-29,N,12732,
1991,AR-U,CHUBUT,M,30-34,N,11735,
1991,AR-U,CHUBUT,M,35-39,N,10457,
1991,AR-U,CHUBUT,M,40-44,N,8477,
1991,AR-U,CHUBUT,M,45-49,N,6513,
1991,AR-U,CHUBUT,M,50-54,N,5219,
1991,AR-U,CHUBUT,M,55-59,N,4201,
1991,AR-U,CHUBUT,M,60-64,N,3660,
1991,AR-U,CHUBUT,M,65-69,N,2712,
1991,AR-U,CHUBUT,M,70-74,N,2001,
1991,AR-U,CHUBUT,M,75-79,N,1281,
1991,AR-U,CHUBUT,M,80-84,N,621,
1991,AR-U,CHUBUT,M,85+,N,406,
1991,AR-U,CHUBUT,V,05-09,N,20906,
1991,AR-U,CHUBUT,V,10-14,N,20763,
1991,AR-U,CHUBUT,V,00-04,N,21617,
1991,AR-U,CHUBUT,V,15-19,N,15986,
1991,AR-U,CHUBUT,V,20-24,N,13025,
1991,AR-U,CHUBUT,V,25-29,N,13333,
1991,AR-U,CHUBUT,V,30-34,N,12361,
1991,AR-U,CHUBUT,V,35-39,N,11169,
1991,AR-U,CHUBUT,V,40-44,N,9128,
1991,AR-U,CHUBUT,V,45-49,N,7190,
1991,AR-U,CHUBUT,V,50-54,N,5880,
1991,AR-U,CHUBUT,V,55-59,N,4438,
1991,AR-U,CHUBUT,V,60-64,N,3675,
1991,AR-U,CHUBUT,V,65-69,N,2588,
1991,AR-U,CHUBUT,V,70-74,N,1700,
1991,AR-U,CHUBUT,V,75-79,N,976,
1991,AR-U,CHUBUT,V,80-84,N,424,
1991,AR-U,CHUBUT,V,85+,N,231,
2001,AR-U,CHUBUT,M,05-09,N,21155,
2001,AR-U,CHUBUT,M,10-14,N,21330,
2001,AR-U,CHUBUT,M,00-04,N,19743,
